試合ID,日付,ラウンド,プール,イニング,攻撃チーム,守備チーム,投手ID,投手,打者ID,打者,投球数,打席結果,打点,一塁走者あり,二塁走者あり,三塁走者あり,打席,打数,安打,一塁打,二塁打,三塁打,本塁打,三振,四球,死球,犠打犠飛,塁打数
788128,2026-03-06,Pool B,B,2,Brazil,United States,657277,Logan Webb,624531,Lucas Rojo,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,2,Brazil,United States,657277,Logan Webb,678685,Victor Mascai,7,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,3,United States,Brazil,828631,Joseph Contreras,656941,Kyle Schwarber,2,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788128,2026-03-06,Pool B,B,3,United States,Brazil,828631,Joseph Contreras,608324,Alex Bregman,5,アウト,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,3,United States,Brazil,828631,Joseph Contreras,663728,Cal Raleigh,5,四球,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,3,United States,Brazil,547921,Tiago Da Silva,701350,Roman Anthony,3,四球,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,3,United States,Brazil,547921,Tiago Da Silva,621439,Byron Buxton,3,フォースアウト,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,3,United States,Brazil,547921,Tiago Da Silva,668930,Brice Turang,5,アウト,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,3,Brazil,United States,657277,Logan Webb,693861,Gabriel Carmo,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,3,Brazil,United States,657277,Logan Webb,670622,Gabriel Maciel,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,3,Brazil,United States,657277,Logan Webb,813429,Lucas Ramirez,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,4,United States,Brazil,547921,Tiago Da Silva,677951,Bobby Witt Jr.,9,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,4,United States,Brazil,547921,Tiago Da Silva,547180,Bryce Harper,3,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,4,United States,Brazil,547921,Tiago Da Silva,592450,Aaron Judge,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,4,Brazil,United States,657277,Logan Webb,831112,Osvaldo Carvalho,7,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,4,Brazil,United States,657277,Logan Webb,553891,Leonardo Reginatto,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,4,Brazil,United States,657277,Logan Webb,605142,Dante Bichette Jr.,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,5,United States,Brazil,600986,Thyago Vieira,656941,Kyle Schwarber,3,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,5,United States,Brazil,600986,Thyago Vieira,608324,Alex Bregman,5,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,5,United States,Brazil,600986,Thyago Vieira,663728,Cal Raleigh,5,四球,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,5,United States,Brazil,682858,Gabriel Barbosa,701350,Roman Anthony,3,四球,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,5,United States,Brazil,682858,Gabriel Barbosa,621439,Byron Buxton,5,死球,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
788128,2026-03-06,Pool B,B,5,United States,Brazil,682858,Gabriel Barbosa,668930,Brice Turang,2,二塁打,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2
788128,2026-03-06,Pool B,B,5,United States,Brazil,682858,Gabriel Barbosa,677951,Bobby Witt Jr.,4,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,5,United States,Brazil,682858,Gabriel Barbosa,547180,Bryce Harper,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,5,United States,Brazil,682858,Gabriel Barbosa,592450,Aaron Judge,3,アウト,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,5,Brazil,United States,608379,Michael Wacha,672074,Vitor Ito,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,5,Brazil,United States,608379,Michael Wacha,624531,Lucas Rojo,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,5,Brazil,United States,608379,Michael Wacha,678685,Victor Mascai,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,6,United States,Brazil,806891,Joao Gabriel Marostica,656941,Kyle Schwarber,5,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,6,United States,Brazil,806891,Joao Gabriel Marostica,608324,Alex Bregman,4,四球,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,6,United States,Brazil,806891,Joao Gabriel Marostica,663728,Cal Raleigh,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,6,United States,Brazil,806891,Joao Gabriel Marostica,701350,Roman Anthony,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,6,United States,Brazil,806891,Joao Gabriel Marostica,691718,Pete Crow-Armstrong,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,6,Brazil,United States,608379,Michael Wacha,693861,Gabriel Carmo,2,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788128,2026-03-06,Pool B,B,6,Brazil,United States,608379,Michael Wacha,670622,Gabriel Maciel,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,6,Brazil,United States,608379,Michael Wacha,813429,Lucas Ramirez,2,アウト,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,6,Brazil,United States,608379,Michael Wacha,831112,Osvaldo Carvalho,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,7,United States,Brazil,806891,Joao Gabriel Marostica,668930,Brice Turang,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,7,United States,Brazil,806891,Joao Gabriel Marostica,677951,Bobby Witt Jr.,3,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,7,United States,Brazil,806891,Joao Gabriel Marostica,547180,Bryce Harper,5,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,7,Brazil,United States,608379,Michael Wacha,553891,Leonardo Reginatto,1,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788128,2026-03-06,Pool B,B,7,Brazil,United States,608379,Michael Wacha,605142,Dante Bichette Jr.,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,7,Brazil,United States,608379,Michael Wacha,672074,Vitor Ito,6,アウト,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,7,Brazil,United States,608379,Michael Wacha,624531,Lucas Rojo,3,安打,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
788128,2026-03-06,Pool B,B,7,Brazil,United States,608379,Michael Wacha,678685,Victor Mascai,5,本塁打,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,4
788128,2026-03-06,Pool B,B,7,Brazil,United States,608379,Michael Wacha,693861,Gabriel Carmo,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,8,United States,Brazil,806891,Joao Gabriel Marostica,592450,Aaron Judge,4,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,8,United States,Brazil,806891,Joao Gabriel Marostica,656941,Kyle Schwarber,3,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,8,United States,Brazil,806891,Joao Gabriel Marostica,608324,Alex Bregman,4,死球,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
788128,2026-03-06,Pool B,B,8,United States,Brazil,627387,Hugo Kanabushi,663728,Cal Raleigh,5,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,8,United States,Brazil,627387,Hugo Kanabushi,701350,Roman Anthony,4,安打,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
788128,2026-03-06,Pool B,B,8,United States,Brazil,627387,Hugo Kanabushi,691718,Pete Crow-Armstrong,5,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,8,Brazil,United States,642100,Gabe Speier,670622,Gabriel Maciel,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,8,Brazil,United States,642100,Gabe Speier,813429,Lucas Ramirez,3,本塁打,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4
788128,2026-03-06,Pool B,B,8,Brazil,United States,642100,Gabe Speier,831112,Osvaldo Carvalho,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,8,Brazil,United States,642100,Gabe Speier,553891,Leonardo Reginatto,4,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,9,United States,Brazil,627387,Hugo Kanabushi,668930,Brice Turang,1,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788128,2026-03-06,Pool B,B,9,United States,Brazil,838355,Tomas Lopez,677951,Bobby Witt Jr.,7,三振,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,9,United States,Brazil,838355,Tomas Lopez,547180,Bryce Harper,2,安打,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
788128,2026-03-06,Pool B,B,9,United States,Brazil,838355,Tomas Lopez,592450,Aaron Judge,8,四球,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,9,United States,Brazil,838355,Tomas Lopez,656941,Kyle Schwarber,4,四球,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,9,United States,Brazil,838355,Tomas Lopez,608324,Alex Bregman,4,四球,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,9,United States,Brazil,836637,Vitor Takahashi,663728,Cal Raleigh,3,四球,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,9,United States,Brazil,836637,Vitor Takahashi,701350,Roman Anthony,4,安打,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
788128,2026-03-06,Pool B,B,9,United States,Brazil,836637,Vitor Takahashi,691718,Pete Crow-Armstrong,5,四球,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,9,United States,Brazil,836637,Vitor Takahashi,668930,Brice Turang,5,アウト,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,9,United States,Brazil,836637,Vitor Takahashi,677951,Bobby Witt Jr.,4,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788128,2026-03-06,Pool B,B,9,Brazil,United States,695243,Mason Miller,605142,Dante Bichette Jr.,5,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788128,2026-03-06,Pool B,B,9,Brazil,United States,695243,Mason Miller,672074,Vitor Ito,7,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,9,Brazil,United States,695243,Mason Miller,624531,Lucas Rojo,6,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788128,2026-03-06,Pool B,B,9,Brazil,United States,695243,Mason Miller,678685,Victor Mascai,5,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,1,Chinese Taipei,Czechia,626416,Jan Novak,691907,Tsung-Che Cheng,1,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,1,Chinese Taipei,Czechia,626416,Jan Novak,830723,Cheng-Hui Sung,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,1,Chinese Taipei,Czechia,626416,Jan Novak,656413,Stuart Fairchild,1,安打,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,1,Chinese Taipei,Czechia,626416,Jan Novak,644374,Yu Chang,4,安打,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,1,Chinese Taipei,Czechia,626416,Jan Novak,838360,An-Ko Lin,1,アウト,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,1,Chinese Taipei,Czechia,626416,Jan Novak,644375,Kungkuan Giljegiljaw,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,1,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,679631,Terrin Vavra,2,二塁打,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2
788117,2026-03-07,Pool C,C,1,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,679925,William Escala,6,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,1,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,803013,Marek Chlup,9,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,1,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,548431,Martin Cervenka,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,1,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,689650,Ryan Johnson,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,2,Chinese Taipei,Czechia,626416,Jan Novak,670076,Lyle Lin,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,2,Chinese Taipei,Czechia,626416,Jan Novak,808997,Kun-Yu Chiang,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,2,Chinese Taipei,Czechia,626416,Jan Novak,808992,Chen-Wei Chen,3,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,2,Chinese Taipei,Czechia,626416,Jan Novak,691907,Tsung-Che Cheng,5,四球,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,2,Chinese Taipei,Czechia,626416,Jan Novak,830723,Cheng-Hui Sung,4,四球,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,2,Chinese Taipei,Czechia,626416,Jan Novak,656413,Stuart Fairchild,1,本塁打,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,4
788117,2026-03-07,Pool C,C,2,Chinese Taipei,Czechia,626416,Jan Novak,644374,Yu Chang,4,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,2,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,693973,Martin Muzik,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,2,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,693975,Martin Cervinka,4,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,2,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,687781,Vojtech Mensik,3,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,2,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,838351,Max Prejda,3,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,3,Chinese Taipei,Czechia,626416,Jan Novak,838360,An-Ko Lin,4,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,3,Chinese Taipei,Czechia,626416,Jan Novak,644375,Kungkuan Giljegiljaw,5,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,3,Chinese Taipei,Czechia,626416,Jan Novak,670076,Lyle Lin,5,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,3,Chinese Taipei,Czechia,667766,Tomas Duffek,808997,Kun-Yu Chiang,4,フォースアウト,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,3,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,679631,Terrin Vavra,8,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,3,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,679925,William Escala,4,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,3,Czechia,Chinese Taipei,800018,Chen Zhong-Ao Zhuang,803013,Marek Chlup,6,死球,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
788117,2026-03-07,Pool C,C,3,Czechia,Chinese Taipei,801179,Yu-Min Lin,548431,Martin Cervenka,3,フォースアウト,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,4,Chinese Taipei,Czechia,667766,Tomas Duffek,808992,Chen-Wei Chen,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,4,Chinese Taipei,Czechia,667766,Tomas Duffek,691907,Tsung-Che Cheng,7,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,4,Chinese Taipei,Czechia,667766,Tomas Duffek,830723,Cheng-Hui Sung,6,三振,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,4,Chinese Taipei,Czechia,667766,Tomas Duffek,656413,Stuart Fairchild,4,申告敬遠,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,4,Chinese Taipei,Czechia,667766,Tomas Duffek,644374,Yu Chang,5,安打,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,4,Chinese Taipei,Czechia,667766,Tomas Duffek,838360,An-Ko Lin,3,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,4,Czechia,Chinese Taipei,801179,Yu-Min Lin,828317,Matous Bubenik,5,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,4,Czechia,Chinese Taipei,801179,Yu-Min Lin,693973,Martin Muzik,5,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,4,Czechia,Chinese Taipei,801179,Yu-Min Lin,693975,Martin Cervinka,4,安打,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,4,Czechia,Chinese Taipei,801179,Yu-Min Lin,687781,Vojtech Mensik,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,4,Czechia,Chinese Taipei,801179,Yu-Min Lin,838351,Max Prejda,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,5,Chinese Taipei,Czechia,808951,Jeff Barto,644375,Kungkuan Giljegiljaw,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,5,Chinese Taipei,Czechia,808951,Jeff Barto,670076,Lyle Lin,4,二塁打,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2
788117,2026-03-07,Pool C,C,5,Chinese Taipei,Czechia,808951,Jeff Barto,808997,Kun-Yu Chiang,1,安打,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,5,Chinese Taipei,Czechia,808951,Jeff Barto,808992,Chen-Wei Chen,2,犠飛,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
788117,2026-03-07,Pool C,C,5,Chinese Taipei,Czechia,808951,Jeff Barto,691907,Tsung-Che Cheng,7,四球,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,5,Chinese Taipei,Czechia,693978,Lukas Hlouch,830723,Cheng-Hui Sung,4,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,5,Czechia,Chinese Taipei,801179,Yu-Min Lin,679631,Terrin Vavra,4,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,5,Czechia,Chinese Taipei,801179,Yu-Min Lin,679925,William Escala,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,5,Czechia,Chinese Taipei,801179,Yu-Min Lin,803013,Marek Chlup,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,656413,Stuart Fairchild,5,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,644374,Yu Chang,4,安打,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,838360,An-Ko Lin,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,644375,Kungkuan Giljegiljaw,1,死球,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,670076,Lyle Lin,2,死球,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808997,Kun-Yu Chiang,5,四球,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808992,Chen-Wei Chen,5,二塁打,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,691907,Tsung-Che Cheng,4,アウト,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,830723,Cheng-Hui Sung,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,548431,Martin Cervenka,3,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,828317,Matous Bubenik,6,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,837160,Jan Pospisil,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,809006,Nien-Ting Wu,3,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,644374,Yu Chang,1,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,838360,An-Ko Lin,5,フォースアウト,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,839138,Cheng-Yu Chang,2,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,693975,Martin Cervinka,5,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,687781,Vojtech Mensik,6,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,831799,Michal Sindelka,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,2,安打,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,663330,Jahmai Jones,2,安打,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,808982,Jung Hoo Lee,1,安打,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,838336,Hyun Min Ahn,4,三振,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,694376,Shay Whitcomb,5,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823575,Bo Gyeong Moon,3,二塁打,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,2
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823572,Ju Won Kim,5,アウト,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,660271,Shohei Ohtani,5,四球,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
