試合ID,日付,ラウンド,プール,イニング,攻撃チーム,守備チーム,投手ID,投手,打者ID,打者,投球番号,球種,判定,ストライク,ボール,球速（km/h）,ストライク判定,スイング,コンタクト,結果グループ
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,698795,Yoelkis Guibert,7,直球,インプレー,2,3,148.7,1,1,1,インプレー
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,669004,MJ Melendez,1,スイーパー,ボール,0,1,130.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,669004,MJ Melendez,2,スイーパー,ファール,1,1,132.0,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,669004,MJ Melendez,3,チェンジアップ,ストライク（空振り）,2,1,130.2,1,1,0,ストライク
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,669004,MJ Melendez,4,直球,ボール,2,2,150.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,669004,MJ Melendez,5,直球,ボール,2,3,151.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,669004,MJ Melendez,6,スイーパー,ストライク（空振り）,3,3,132.3,1,1,0,ストライク
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,455117,Martín Maldonado,1,スイーパー,ストライク（見逃し）,1,0,134.1,1,0,0,ストライク
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,455117,Martín Maldonado,2,直球,ボール,1,1,151.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,455117,Martín Maldonado,3,スイーパー,ストライク（空振り）,2,1,135.5,1,1,0,ストライク
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,455117,Martín Maldonado,4,スイーパー,ストライク（空振り）,3,1,137.1,1,1,0,ストライク
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,650489,Willi Castro,1,直球,ボール,0,1,151.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,650489,Willi Castro,2,直球,ストライク（空振り）,1,1,150.5,1,1,0,ストライク
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,650489,Willi Castro,3,直球,ファール,2,1,151.9,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,650489,Willi Castro,4,直球,ボール,2,2,152.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,650489,Willi Castro,5,チェンジアップ,ファール,2,2,132.4,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,650489,Willi Castro,6,直球,ファール,2,2,151.9,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,650489,Willi Castro,7,直球,ファール,2,2,152.9,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Puerto Rico,Cuba,814300,Josimar Cousin,650489,Willi Castro,8,直球,インプレー,2,2,153.4,1,1,1,インプレー
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,838354,Leonel Moas Jr.,1,カットボール,ストライク（見逃し）,1,0,133.4,1,0,0,ストライク
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,838354,Leonel Moas Jr.,2,チェンジアップ,ボール,1,1,134.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,838354,Leonel Moas Jr.,3,直球,インプレー,1,1,146.3,1,1,1,インプレー
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,691268,Yiddi Cappe,1,チェンジアップ,ストライク（空振り）,1,0,132.1,1,1,0,ストライク
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,691268,Yiddi Cappe,2,チェンジアップ,W,2,0,134.2,0,0,0,
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,691268,Yiddi Cappe,3,チェンジアップ,インプレー,2,0,134.2,1,1,1,インプレー
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,661270,Roel Santos,1,スライダー,ボール,0,1,127.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,661270,Roel Santos,2,チェンジアップ,ストライク（見逃し）,1,1,133.3,1,0,0,ストライク
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,661270,Roel Santos,3,チェンジアップ,ボール,1,2,131.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,661270,Roel Santos,4,直球,ストライク（空振り）,2,2,144.8,1,1,0,ストライク
788131,2026-03-09,Pool A,A,5,Cuba,Puerto Rico,663558,Jovani Morán,661270,Roel Santos,5,直球,インプレー,2,2,148.9,1,1,1,インプレー
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,814300,Josimar Cousin,671218,Heliot Ramos,1,直球,ストライク（空振り）,1,0,148.1,1,1,0,ストライク
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,814300,Josimar Cousin,671218,Heliot Ramos,2,直球,ボール,1,1,149.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,814300,Josimar Cousin,671218,Heliot Ramos,3,スイーパー,ボール,1,2,132.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,814300,Josimar Cousin,671218,Heliot Ramos,4,スイーパー,死球,1,2,130.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,814300,Josimar Cousin,571448,Nolan Arenado,1,スイーパー,インプレー,0,0,133.3,1,1,1,インプレー
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,814300,Josimar Cousin,666126,Carlos Cortes,1,直球,ボール,0,1,151.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,814300,Josimar Cousin,666126,Carlos Cortes,2,直球,ファール,1,1,150.8,1,1,1,ファール
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,814300,Josimar Cousin,666126,Carlos Cortes,3,直球,エラー（投球）,1,1,151.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,820888,Emmanuel Chapman,687231,Darell Hernaiz,1,直球,ストライク（空振り）,1,0,153.5,1,1,0,ストライク
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,820888,Emmanuel Chapman,687231,Darell Hernaiz,2,フォーク,ボール,1,1,139.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,5,Puerto Rico,Cuba,820888,Emmanuel Chapman,687231,Darell Hernaiz,3,フォーク,インプレー,1,1,137.9,1,1,1,インプレー
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,660162,Yoán Moncada,1,ツーシーム,ストライク（見逃し）,1,0,157.2,1,0,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,660162,Yoán Moncada,2,ツーシーム,ストライク（空振り）,2,0,158.0,1,1,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,660162,Yoán Moncada,3,ツーシーム,ストライク（空振り）,3,0,158.2,1,1,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,673508,Ariel Martinez,1,ツーシーム,ヒットバイピッチ,0,1,158.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,493319,Alfredo Despaigne,1,スライダー,ストライク（見逃し）,1,0,137.4,1,0,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,493319,Alfredo Despaigne,2,直球,エラー（投球）,1,0,157.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,628326,Erisbel Arruebarrena,1,スライダー,ストライク（空振り）,1,0,140.3,1,1,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,628326,Erisbel Arruebarrena,2,スライダー,ボール（自動）,1,1,141.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,628326,Erisbel Arruebarrena,3,ツーシーム,ストライク（空振り）,2,1,158.4,1,1,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,628326,Erisbel Arruebarrena,4,スライダー,ボール,2,2,141.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,628326,Erisbel Arruebarrena,5,スライダー,ストライク（空振り）,3,2,139.0,1,1,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,683427,Omar Hernandez,1,ツーシーム,ストライク（見逃し）,1,0,156.1,1,0,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,683427,Omar Hernandez,2,ツーシーム,ストライク（見逃し）,2,0,158.2,1,0,0,ストライク
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,683427,Omar Hernandez,3,スライダー,ボール,2,1,142.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Cuba,Puerto Rico,605441,Yacksel Ríos,683427,Omar Hernandez,4,スライダー,ストライク（空振り）,3,1,140.8,1,1,0,ストライク
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,592696,Eddie Rosario,1,フォーク,ストライク（見逃し）,1,0,137.6,1,0,0,ストライク
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,592696,Eddie Rosario,2,フォーク,ボール,1,1,137.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,592696,Eddie Rosario,3,直球,ボール,1,2,152.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,592696,Eddie Rosario,4,フォーク,ボール,1,3,136.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,592696,Eddie Rosario,5,直球,ボール,1,4,152.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,656896,Emmanuel Rivera,1,直球,ボール,0,1,152.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,656896,Emmanuel Rivera,2,直球,ストライク（空振り）,1,1,150.0,1,1,0,ストライク
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,656896,Emmanuel Rivera,3,フォーク,ボール,1,2,137.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,656896,Emmanuel Rivera,4,フォーク,ボール,1,3,136.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,656896,Emmanuel Rivera,5,直球,ファール,2,3,150.8,1,1,1,ファール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,656896,Emmanuel Rivera,6,フォーク,ストライク（見逃し）,3,3,137.3,1,0,0,ストライク
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,669004,MJ Melendez,1,フォーク,ファール,1,0,136.0,1,1,1,ファール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,669004,MJ Melendez,2,フォーク,インプレー,1,0,136.2,1,1,1,インプレー
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,455117,Martín Maldonado,1,フォーク,ストライク（空振り）,1,0,137.6,1,1,0,ストライク
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,455117,Martín Maldonado,2,フォーク,ボール,1,1,137.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,455117,Martín Maldonado,3,フォーク,ボール（自動）,1,2,137.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,455117,Martín Maldonado,4,フォーク,ファール,2,2,136.0,1,1,1,ファール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,455117,Martín Maldonado,5,フォーク,ボール,2,3,136.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,6,Puerto Rico,Cuba,820888,Emmanuel Chapman,455117,Martín Maldonado,6,フォーク,インプレー,2,3,137.4,1,1,1,インプレー
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,698795,Yoelkis Guibert,1,直球,ストライク（見逃し）,1,0,155.6,1,0,0,ストライク
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,698795,Yoelkis Guibert,2,フォーク,ボール,1,1,137.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,698795,Yoelkis Guibert,3,直球,ボール,1,2,154.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,698795,Yoelkis Guibert,4,ツーシーム,ボール,1,3,156.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,698795,Yoelkis Guibert,5,直球,ボール,1,4,155.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,677120,Yoel Yanqui,1,直球,インプレー,0,0,155.1,1,1,1,インプレー
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,691268,Yiddi Cappe,1,スライダー,ボール,0,1,137.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,691268,Yiddi Cappe,2,ツーシーム,インプレー,0,1,155.6,1,1,1,インプレー
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,661270,Roel Santos,1,フォーク,ボール（自動）,0,1,142.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,661270,Roel Santos,2,直球,ボール,0,2,156.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Cuba,Puerto Rico,605441,Yacksel Ríos,661270,Roel Santos,3,ツーシーム,インプレー,0,2,156.6,1,1,1,インプレー
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,650489,Willi Castro,1,直球,ボール,0,1,149.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,650489,Willi Castro,2,直球,ボール,0,2,147.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,650489,Willi Castro,3,直球,ストライク（見逃し）,1,2,147.1,1,0,0,ストライク
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,650489,Willi Castro,4,カーブ,ボール,1,3,127.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,650489,Willi Castro,5,直球,ボール,1,4,147.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,671218,Heliot Ramos,1,直球,ボール,0,1,147.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,671218,Heliot Ramos,2,直球,インプレー,0,1,146.1,1,1,1,インプレー
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,571448,Nolan Arenado,1,スライダー,ボール,0,1,133.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,571448,Nolan Arenado,2,直球,インプレー,0,1,147.7,1,1,1,インプレー
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,666126,Carlos Cortes,1,直球,ボール,0,1,148.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,666126,Carlos Cortes,2,カーブ,ストライク（見逃し）,1,1,122.1,1,0,0,ストライク
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,666126,Carlos Cortes,3,直球,死球,1,1,146.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,7,Puerto Rico,Cuba,807176,Armando Duenas,687231,Darell Hernaiz,1,スライダー,インプレー,0,0,134.1,1,1,1,インプレー
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,660162,Yoán Moncada,1,直球,ボール,0,1,149.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,660162,Yoán Moncada,2,直球,ストライク（見逃し）,1,1,147.7,1,0,0,ストライク
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,660162,Yoán Moncada,3,フォーク,ボール,1,2,129.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,660162,Yoán Moncada,4,直球,ストライク（空振り）,2,2,148.1,1,1,0,ストライク
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,660162,Yoán Moncada,5,フォーク,ストライク（見逃し）,3,2,128.6,1,0,0,ストライク
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,673508,Ariel Martinez,1,スライダー,ストライク（見逃し）,1,0,130.7,1,0,0,ストライク
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,673508,Ariel Martinez,2,フォーク,ボール,1,1,130.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,673508,Ariel Martinez,3,フォーク,ボール,1,2,129.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,673508,Ariel Martinez,4,直球,ボール,1,3,148.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,673508,Ariel Martinez,5,直球,ボール,1,4,149.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,493319,Alfredo Despaigne,1,スライダー,ボール,0,1,129.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,493319,Alfredo Despaigne,2,フォーク,ストライク（空振り）,1,1,127.5,1,1,0,ストライク
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,493319,Alfredo Despaigne,3,直球,インプレー,1,1,146.1,1,1,1,インプレー
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,628326,Erisbel Arruebarrena,1,スライダー,ストライク（空振り）,1,0,127.3,1,1,0,ストライク
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,628326,Erisbel Arruebarrena,2,スライダー,ストライク（空振り）,2,0,127.8,1,1,0,ストライク
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,628326,Erisbel Arruebarrena,3,フォーク,ボール,2,1,127.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,628326,Erisbel Arruebarrena,4,フォーク,ボール（自動）,2,2,129.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Cuba,Puerto Rico,518585,Fernando Cruz,628326,Erisbel Arruebarrena,5,直球,ボール,2,3,150.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,592696,Eddie Rosario,1,カットボール,ボール,0,1,150.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,592696,Eddie Rosario,2,カットボール,ストライク（見逃し）,1,1,151.3,1,0,0,ストライク
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,592696,Eddie Rosario,3,カットボール,ボール,1,2,149.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,592696,Eddie Rosario,4,カットボール,ストライク（空振り）,2,2,150.8,1,1,0,ストライク
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,592696,Eddie Rosario,5,カーブ,ストライク（見逃し）,3,2,125.2,1,0,0,ストライク
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,656896,Emmanuel Rivera,1,カーブ,ストライク（見逃し）,1,0,125.9,1,0,0,ストライク
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,656896,Emmanuel Rivera,2,カットボール,ボール,1,1,151.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,656896,Emmanuel Rivera,3,スライダー,ファール,2,1,138.1,1,1,1,ファール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,656896,Emmanuel Rivera,4,カットボール,ボール,2,2,150.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,656896,Emmanuel Rivera,5,スライダー,ボール,2,3,140.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,656896,Emmanuel Rivera,6,カーブ,インプレー,2,3,124.6,1,1,1,インプレー
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,669004,MJ Melendez,1,カットボール,ファール,1,0,150.3,1,1,1,ファール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,669004,MJ Melendez,2,カットボール,ボール,1,1,148.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,669004,MJ Melendez,3,カーブ,ストライク（見逃し）,2,1,125.7,1,0,0,ストライク
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,669004,MJ Melendez,4,スライダー,ボール,2,2,138.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,669004,MJ Melendez,5,カットボール,ファール,2,2,150.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,669004,MJ Melendez,6,カットボール,ボール,2,3,151.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,669004,MJ Melendez,7,カーブ,ボール（自動）,2,4,125.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,455117,Martín Maldonado,1,スライダー,ストライク（見逃し）,1,0,138.6,1,0,0,ストライク
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,455117,Martín Maldonado,2,カットボール,ストライク（空振り）,2,0,151.8,1,1,0,ストライク
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,455117,Martín Maldonado,3,スライダー,ファール,2,0,135.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,8,Puerto Rico,Cuba,683726,Pedro Santos,455117,Martín Maldonado,4,カーブ,ボール,2,1,125.7,0,0,0,ボール
